,,,,,,,
zip,uscis_id,lat,lng,,,,
36141,1,32.35,-86.28,,,,
36142,1,32.35,-86.28,,,,
36177,1,32.35,-86.28,,,,
36191,1,32.35,-86.28,,,,
36201,1,33.66,-85.81,,,,
36202,1,33.66,-85.81,,,,
36203,1,33.66,-85.81,,,,
36204,1,33.66,-85.81,,,,
36205,1,33.66,-85.81,,,,
36206,1,33.66,-85.81,,,,
36207,1,33.66,-85.81,,,,
36210,1,33.65,-85.77,,,,
36250,1,33.78,-85.9,,,,
36251,1,33.27,-85.83,,,,
36253,1,33.6,-85.95,,,,
36254,1,33.67,-85.83,,,,
36255,1,33.21,-85.69,,,,
36256,1,33.05,-85.63,,,,
36257,1,33.67,-85.83,,,,
36258,1,33.45,-85.68,,,,
36260,1,33.6,-85.97,,,,
36261,1,33.7,-85.5,,,,
36262,1,33.73,-85.43,,,,
36263,1,33.46,-85.33,,,,
36264,1,33.64,-85.58,,,,
36265,1,33.81,-85.76,,,,
36266,1,33.31,-85.75,,,,
36267,1,33.15,-85.95,,,,
36268,1,33.53,-85.92,,,,
36269,1,33.74,-85.37,,,,
36271,1,33.78,-86.01,,,,
36272,1,33.92,-85.61,,,,
36273,1,33.52,-85.34,,,,
36274,1,33.14,-85.36,,,,
36275,1,33.97,-85.55,,,,
36276,1,33.12,-85.56,,,,
36277,1,33.75,-85.8,,,,
36278,1,33.3,-85.48,,,,
36279,1,33.86,-85.91,,,,
36280,1,33.37,-85.39,,,,
36301,1,31.23,-85.4,,,,
36302,1,31.23,-85.4,,,,
36303,1,31.23,-85.4,,,,
36304,1,31.23,-85.4,,,,
36305,1,31.23,-85.4,,,,
36310,1,31.56,-85.25,,,,
36311,1,31.59,-85.71,,,,
36312,1,31.18,-85.23,,,,
36313,1,31.17,-85.79,,,,
36314,1,31,-85.74,,,,
36316,1,31.18,-85.87,,,,
36317,1,31.6,-85.43,,,,
36318,1,31.16,-85.9,,,,
36319,1,31.29,-85.11,,,,
36320,1,31.05,-85.3,,,,
36321,1,31.19,-85.3,,,,
36322,1,31.3,-85.71,,,,
36323,1,31.41,-86.07,,,,
36330,1,31.32,-85.84,,,,
36331,1,31.32,-85.84,,,,
36340,1,31.03,-85.87,,,,
36343,1,31.14,-85.09,,,,
36344,1,31.1,-85.69,,,,
36345,1,31.35,-85.34,,,,
36346,1,31.57,-85.99,,,,
36349,1,31.13,-85.51,,,,
36350,1,31.31,-85.49,,,,
36351,1,31.38,-85.92,,,,
36352,1,31.33,-85.6,,,,
36353,1,31.42,-85.33,,,,
36360,1,31.43,-85.64,,,,
36361,1,31.43,-85.64,,,,
36362,1,31.34,-85.71,,,,
36370,1,31.15,-85.17,,,,
36371,1,31.32,-85.54,,,,
36373,1,31.56,-85.1,,,,
36374,1,31.55,-85.54,,,,
36375,1,31.11,-85.59,,,,
36376,1,31.25,-85.28,,,,
36401,1,31.43,-86.95,,,,
36420,1,31.3,-86.48,,,,
36421,1,31.37,-86.47,,,,
36425,1,31.73,-87.2,,,,
36426,1,31.11,-87.07,,,,
36427,1,31.11,-87.07,,,,
36429,1,31.26,-86.77,,,,
36432,1,31.29,-87.02,,,,
36435,1,31.89,-87.46,,,,
36436,1,31.76,-87.71,,,,
36439,1,31.42,-87.34,,,,
36441,1,31.01,-87.25,,,,
